0,3
1.0019e-11,3
1.603e-11,3
1.7834e-11,3
1.9637e-11,3
2.144e-11,3
2.3244e-11,3
2.5949e-11,3
2.8654e-11,3
3.2712e-11,3
3.3929e-11,3
3.5146e-11,3
3.6972e-11,3
3.8798e-11,3
4.0624e-11,3
4.245e-11,3
4.4276e-11,3
4.7015e-11,3
4.9754e-11,3
5.2493e-11,3
5.6601e-11,3
6.0709e-11,3
6.4818e-11,3
7.098e-11,3
7.7143e-11,3
8.3306e-11,3
8.9468e-11,3
9.5631e-11,3
1.0179e-10,3
1.0796e-10,3
1.172e-10,3
1.2644e-10,3
1.3569e-10,3
1.4955e-10,3
1.6342e-10,3
1.6966e-10,3
1.759e-10,3
2.071e-10,3
2.3829e-10,3
2.6949e-10,3
2.8353e-10,3
2.9757e-10,3
3.6777e-10,3
4.5928e-10,3
5.5079e-10,3
6.4231e-10,3
7.7958e-10,3
9.1685e-10,3
1.1228e-09,3
1.3287e-09,3
1.6375e-09,3
1.9464e-09,3
2.2553e-09,3
2.7185e-09,3
3.1818e-09,3
3.8768e-09,3
4.5717e-09,3
5.5749e-09,3
6.5781e-09,3
7.9761e-09,3
9.3742e-09,3
1.1319e-08,3
1.3265e-08,3
1.5949e-08,3
1.8634e-08,3
2.231e-08,3
2.5986e-08,3
3.0979e-08,3
3.5971e-08,3
4.2701e-08,3
4.943e-08,3
5.8423e-08,3
6.7416e-08,3
7.9324e-08,3
9.1232e-08,3
1.0686e-07,3
1.2249e-07,3
1.9022e-07,3
2.5796e-07,3
3.2569e-07,3
4.5023e-07,3
5.7476e-07,3
7.861e-07,3
9.9745e-07,3
1.3393e-06,3
1.7566e-06,3
2.3233e-06,3
3.044e-06,3
4.0694e-06,3
5.6219e-06,3
6.494e-06,3
7.366e-06,3
8.6741e-06,3
9.0666e-06,3
9.459e-06,3
1.0048e-05,3
1.0224e-05,3
1.0401e-05,3
1.048e-05,3
1.056e-05,3
1.0957e-05,3
1.1076e-05,3
1.1196e-05,3
1.1319e-05,3
1.1443e-05,3
1.148e-05,3
1.1517e-05,3
1.1573e-05,3
1.1589e-05,3
1.1606e-05,3
1.169e-05,3
1.1963e-05,3
1.2565e-05,3
1.3586e-05,3
1.6264e-05,3
1.7068e-05,3
1.7871e-05,3
1.8112e-05,3
1.8353e-05,3
1.9559e-05,3
2.0615e-05,3
2.1671e-05,3
2.2727e-05,3
2.3043e-05,3
2.336e-05,3
2.3835e-05,3
2.3978e-05,3
2.412e-05,3
2.4334e-05,3
2.4398e-05,3
2.4463e-05,3
2.4492e-05,3
2.452e-05,3
2.4533e-05,3
2.4546e-05,3
2.4566e-05,3
2.4585e-05,3
2.4591e-05,3
2.4597e-05,3
2.4599e-05,3
2.4601e-05,3
2.4603e-05,3
2.4604e-05,3
2.4604e-05,3
2.4604e-05,3
2.4605e-05,3
2.4605e-05,3
2.4605e-05,3
2.4605e-05,3
2.4605e-05,3
